,pred,true
0,-0.011658957303445763,0.007999795152264304
1,0.00455270129785279,-0.009965896578200975
2,-0.007266763583912106,0.02900231180539804
3,0.023283240690581786,0.013065746376772725
4,0.015510084832442005,-0.02365208255372292
5,-0.01807346387239411,-0.010855104820640052
6,-0.012834792438656517,0.005620229668944055
7,0.00320081165311167,-0.00943426365175504
8,-0.007194461740907826,-0.0019101705452888972
9,-0.003031195937733735,0.03185818563454851
10,0.02700690254904061,0.0508491589765772
11,0.0488117511117843,0.00216547412474165
12,0.008768587688014036,0.004443734370013336
13,0.004146169056013077,0.0009079812258610065
14,0.0013758009365162597,0.007164717222589537
15,0.006346686163980809,-0.04893510101098226
16,-0.041113429026432335,0.01848694726327864
17,0.009485337566159954,-0.014140599568475937
18,-0.009543390907683209,0.03471079400225522
19,0.027966464992079432,0.01357395519529997
20,0.01665183811052507,0.06788151599421902
21,0.06129528188537356,-0.00255644897064411
22,0.0067310732363842956,0.016851631772794466
23,0.014400130416792362,-0.002067650371963907
24,0.0003728980084690563,-0.004399234565888351
25,-0.004102208590884987,0.005315214137896254
26,0.0040716225497672105,0.001086783737283064
27,0.0016317303823506755,0.0029975843825888627
28,0.0027531819281548693,0.007424040478278285
29,0.0068624352579361465,0.0037383606203735755
30,0.0042141795206533375,-0.006083197552159332
31,-0.004817940391168137,-0.008138605006261275
32,-0.0078840525871973,-0.01681873212927262
33,-0.015728219067426403,0.0028445464771613836
34,0.0003593849198699154,0.011368570426345408
35,0.010308546331675278,-0.033661603246860274
36,-0.02771734729931589,0.002947748864716711
37,-0.001779998887340043,0.02307136435812845
38,0.02055451494899306,-0.002509073320947812
39,0.0007831482384639958,-0.02638444940974255
40,-0.023284661921045377,0.011072170102487974
41,0.006320582324344273,0.030108681441357157
42,0.027809678092370758,-0.04461771773816937
43,-0.034351768123477656,0.016104994014524643
44,0.0078774656380989,-0.002047964121869962
45,0.0004974367924662343,0.03063502549800019
46,0.026178442967776945,-0.024653677591463415
47,-0.016592228409510315,0.0021611444154511963
48,-0.0017440188547358608,0.01413220116703979
49,0.012423076678511379,-0.0008019910953193384
50,0.0013686993444074135,-0.030118637098290296
51,-0.02578424067904486,0.002772622659299183
52,-0.001981206154269785,0.0018368045227854892
53,0.0019723138439649564,0.005212295355230878
54,0.004730383458185233,-0.004329543293811364
55,-0.002950430960840178,-3.447465668287015e-05
56,-0.0006560048778794756,-0.0038177833801623334
57,-0.0032732681011136684,0.01029434017745093
58,0.008277979249721843,0.0003322460873400402
59,0.0017731191432345042,0.007781766322817416
60,0.006716203235691477,0.03158073079867793
61,0.028310699523944906,0.0401899688189718
62,0.03948733613100354,-0.004390588309659416
63,0.0014581728887367324,0.013295944735765206
64,0.01101172896711356,0.005065655314777634
65,0.006146923898325773,0.008913664658781352
66,0.008423134113758175,-0.011605440264939041
67,-0.008904965211561141,0.004351350341585496
68,0.0022691393749866224,-0.005584532841228275
69,-0.004276996787992693,0.018965140746362543
70,0.015783359460414217,-0.0010951702989814916
71,0.0015637442079132111,0.003061460474341383
72,0.0025136548061226484,-0.0047169604143623475
73,-0.0036859789360415497,-0.00028964473460591276
74,-0.0008777248224620846,-0.011467191368348081
75,-0.00998150366895544,0.02061363324905979
76,0.01641473377746301,0.004329135643044164
77,0.006516769081858502,-0.008271548129372005
78,-0.006584251628152661,0.028850743296751153
79,0.023970384546043156,0.014092500110960953
80,0.016146382065061044,-0.016681542284098152
81,-0.01256749897537175,-0.004447104464025967
82,-0.006091462719273248,-0.01571420467582256
83,-0.014233571859544231,0.0034301210657021854
84,0.0009313998115765545,0.009660545995074467
85,0.008858259087818577,0.006199093683970683
86,0.006655668961492082,-0.02625937892031199
87,-0.021915626594051052,-0.009554787470991592
88,-0.011813459280864613,-0.03172823933359845
89,-0.02892875843813201,0.012915891396284048
90,0.007369591476198062,0.0216556703832433
91,0.02062642219077667,0.004604809002608524
92,0.006734996850105784,-0.01169074132005162
93,-0.009656263369876626,0.003975359584800792
94,0.0020376204443004423,0.015366588752333911
95,0.013984218318897974,-0.005588205121001333
96,-0.0029793263972294703,0.028339272160995656
97,0.024193643259076,0.0007745149052789763
98,0.004247423421510284,0.007326751967999179
99,0.0065157832437673395,-0.007461919287934523
100,-0.005601112725392193,-0.0024735701223308304
101,-0.003104689052913891,0.010217553768652764
102,0.008644714171537962,-0.0044671762545936185
103,-0.0026181591873436936,-0.00980158674033517
104,-0.009136631478280425,0.019213972819228108
105,0.01561652647385661,0.0036340091958989903
106,0.005612095135239285,-0.0016094242575078813
107,-0.0009488410726747519,0.003945281124599789
108,0.0032480761488387693,0.011165704793884117
109,0.010272486370395536,-0.002028611529782856
110,-0.00036640891962041604,0.007640118097028782
111,0.0064320732481259356,-0.008450051449301953
112,-0.006404838667254549,-0.005357155671957551
113,-0.005758971596596091,0.007975852953527183
114,0.006306693595494455,-0.013591655586319336
115,-0.01082509201660462,0.01396820084017445
116,0.010482731915572786,0.004234474218203899
117,0.005490947326420587,-0.0016663261581321635
118,-0.0009090530432839029,0.0030448820153061223
119,0.0024419367700565615,6.93510574441983e-05
120,0.00045100902234979323,0.00022444376946387226
121,0.00020382196109784898,-0.0021550306227794904
122,-0.0018506763958127538,-0.0014988643785196966
123,-0.0015851316194242732,0.0028992130422615557
124,0.002336390622450492,0.02245774183532477
125,0.020016591813344784,0.007389708425211742
126,0.009323656481931626,0.002245493810776247
127,0.002891840449635772,-0.01143601412159236
128,-0.00970528987595124,0.003780412422066436
129,0.0018732956184421999,0.011474612214981725
130,0.010524374392654282,0.0028741879649717746
131,0.0039534557395206294,0.006983129743197996
132,0.0064757887835855035,-0.009700362832496336
133,-0.007595851697863289,-0.00027573259015003967
134,-0.0014618386767818565,-0.01920075881173062
135,-0.01680211484705254,0.01292687300477934
136,0.008929574915618856,0.010501861742394878
137,0.01082725834944311,0.00679401487924904
138,0.00726528865880752,0.03453374262349438
139,0.03126850557843506,0.007609916333542711
140,0.010921097564071369,-0.016186486418451478
141,-0.013321474245575443,0.03081689362641069
142,0.025204274843488892,-0.002330958321724393
143,0.001819843572001327,-0.0078009965755457085
144,-0.0071212355843508785,0.0009491928375860088
145,-0.0001392683892275199,0.005717764951430184
146,0.005129701249310548,-0.003733598711628847
147,-0.002556040935842033,0.008264136280751637
148,0.006780618796898194,-0.0037793292587622435
149,-0.0022706939394059166,0.00857843672646177
150,0.007042203051609968,-0.0007748570141646968
151,0.00040021932653698365,-0.0038743365266998065
152,-0.003486464139684727,0.006669316977805364
153,0.0053530587212393035,0.0038736511686053537
154,0.004226497980260613,0.004207915155749435
155,0.0041678099110137035,-0.01205897826857854
156,-0.009996120593467158,-0.008951708825771346
157,-0.009368056177240918,0.0017025785013386528
158,0.0003801602515212225,0.012730159505605902
159,0.011381984160446092,0.01865160997890553
160,0.01798800883720485,0.008636430489705364
161,0.009862798883491642,0.005753875381558318
162,0.006099882101627748,-0.004514272526872375
163,-0.00329599331153124,0.017801595143364206
164,0.015184846888662458,0.004056276252961835
165,0.005701148917609401,0.0007394366226888176
166,0.001131700107017107,0.0035671492412526038
167,0.003233992758633368,-0.013459025763262123
168,-0.01141745769194758,0.003148072974079289
169,0.001177597923353362,0.003749664007464301
170,0.0036794333045910943,-0.00410256689077642
171,-0.0031663140455744396,-0.001044997571622261
172,-0.0014113701902070343,-0.018917362949915265
173,-0.01677205887707448,0.01023304017417678
174,0.006792740523445518,0.0014872514878295352
175,0.002539259245647376,0.013051417530837798
176,0.011684146662776495,-0.0057064748267483
177,-0.003441410264265868,-0.019957369024103336
178,-0.018251278325347516,-0.014997930728189201
179,-0.015676808697426284,0.0022548674521270886
180,0.00028297129102618197,0.008914095550096311
181,0.008162266877069219,0.006603411098236016
182,0.00687242366520441,0.007024568479328303
183,0.006982702125876682,-0.008102283903474183
184,-0.006377774861465742,-0.038592299190613556
185,-0.03519477843915334,-0.010989675946524512
186,-0.014131283491098353,-0.005068242889200709
187,-0.005686421466260678,0.020997079907091286
188,0.018380885863617084,-0.021573538461426057
189,-0.01701600416881432,0.01737574535556121
190,0.013204533456431125,0.011209278284191822
191,0.011915628526367308,0.011923128451023524
192,0.011867941485576294,0.004009700968315363
193,0.004857375891105376,-0.006273641050155824
194,-0.005173992675191967,-0.01806537577445213
195,-0.016824173038223905,0.00823505727275381
196,0.005481666447661212,0.025285023293946513
197,0.023576240478690735,0.0015350318762835287
198,0.004006693109855207,0.009875453708987075
199,0.009027043764641947,0.0032044554381614075
200,0.0038917191089948046,-0.010354911382368916
201,-0.00895130357553688,0.0008246366501220264
